Clause_ID,Clause_Text,Category,Subcategory,Vulnerability_Level,Annotation_Notes,Key_Terms,Clause_Context,Policy_Type,Vulnerability_Score
C1063,"Intensive Care Unit: Intensive care unit means an identified section, ward or wing of a
hospital which is under the constant supervision of a dedicated medical practitioner(s), and Surgery or Surgical Procedure: Surgery or Surgical Procedure means manual and / or
which is specially equipped for the continuous monitoring and treatment of patients who are in operative procedure (s) required for treatment of an illness or injury, correction of
a critical condition, or require life support facilities and where the level of care and supervision deformities and defects, diagnosis and cure of diseases, relief from suffering and
is considerably more sophisticated and intensive than in the ordinary and other wards.",Coverage,Treatment,High,This clause defines the Intensive Care Unit and Surgery or Surgical Procedure in the context of health insurance.,"['Intensive care unit', 'Hospital', 'Dedicated medical practitioner', 'Surgery', 'Surgical Procedure', 'Continuous monitoring', 'Treatment of patients', 'Operative procedure', 'Life support facilities', 'Level of care and supervision', 'Deformities and defects', 'Diagnosis and cure of diseases', 'Relief from suffering']",high Coverage,Health,3
C1064,"prolongation of life, performed in a hospital or day care centre by a medical practitioner.",Coverage,Medical Procedures,Low,"This clause pertains to the coverage of medical procedures related to prolongation of life, performed in a hospital or day care centre by a medical practitioner.","['prolongation of life', 'hospital', 'day care centre', 'medical practitioner']",moderate Coverage,Health,2
C1065,"ICU Charges: ICU (Intensive Care Unit) Charges means the amount charged by a Unproven/Experimental treatment: Unproven/Experimental treatment means the
Hospital towards ICU expenses which shall include the expenses for ICU bed, general treatment including drug experimental therapy which is not based on established medical
medical support services provided to any ICU patient including monitoring devices, critical
practice in India, is treatment experimental or unproven.",Coverage,ICU Charges,Low,"This clause defines the charges for Intensive Care Unit (ICU) treatment, including general treatment, monitoring devices, and experimental therapy not based on established medical practices.","['ICU Charges', 'Intensive Care Unit', 'Unproven/Experimental treatment', 'ICU expenses', 'monitoring devices', 'experimental therapy', 'established medical practices']",moderate Coverage,Health,2
C1066,care nursing and intensivist charges.,Coverage,Services,Low,This clause pertains to the coverage of care nursing and intensivist charges.,"['care nursing', 'intensivist charges']",low Coverage,Health,1
C1067,"SPECIFIC DEFINITION
Medical Advice: Medical Advice means any consultation or advice from a Medical
Associated medical expenses: Associated medical expenses means medical expenses
Practitioner including the issuance of any prescription or follow-up prescription.",Coverage,Definition,Low,Defines terms related to medical expenses and medical advice,"['Medical Advice', 'Consultation', 'Associated medical expenses', 'Prescription']",moderate Coverage,Health,2
C1068,"such as Professional fees, OT charges, Procedure charges, etc., which vary based on the
Medical Expenses: Medical Expenses means those expenses that an Insured Person has room category occupied by the insured person whilst undergoing treatment in some of the
necessarily and actually incurred for medical treatment on account of Illness or Accident on hospitals.",Coverage,Medical Expenses,Medium,This clause defines what medical expenses are covered under the policy.,"['Medical Expenses', 'Insured Person', 'Illness', 'Accident', 'Hospitals']",high Coverage,Health,3
C1069,"If Policy Holder chooses a higher room category above the eligibility defined in
the advice of a Medical Practitioner, as long as these are no more than would have been policy, then proportionate deduction will apply on the Associated Medical Expenses in
payable if the Insured Person had not been insured and no more than other hospitals or addition to the difference in room rent.",Room Category,Upgrade and Deduction,Medium,This clause defines the conditions under which a policyholder can upgrade their room category and the associated deduction in case of higher room category than recommended by a medical practitioner.,"['Policy Holder', 'Higher room category', 'Medical Practitioner', 'Proportionate deduction', 'Associated Medical Expenses', 'Insured Person', 'No more than', 'Other hospitals', 'Difference in room rent']",high Limitation,Health,3
C1070,"Such associated medical expenses do not include
doctors in the same locality would have charged for the same medical treatment.",Exclusion,Treatment Limitations,Medium,"This clause specifies that certain medical expenses are not covered by the policy, specifically those incurred from doctors in the same locality for the same medical treatment.","['medical expenses', 'doctors', 'locality', 'same medical treatment']",high Exclusion,Health,3
C1071,"Cost of pharmacy and consumables, Cost of implants and medical devices and Cost of
Medical Practitioner: Medical Practitioner means a person who holds a valid registration diagnostics.",Coverage,Services Covered,Low,This clause specifies the services covered under the health insurance policy.,"['Cost of pharmacy and consumables', 'Cost of implants and medical devices', 'Cost of Medical Practitioner', 'Medical Practitioner']",low Coverage,Health,1
C1072,"from the Medical Council of any State or Medical Council of India or Council for Indian Assisted Reproduction Treatment: Assisted Reproduction Treatment means
Medicine or for Homeopathy set up by the Government of India or a State Government and
intrauterine insemination (IUI), Intra-Cytoplasmic Sperm Injection (ICSI), In-Vitro
is thereby entitled to practice medicine within its jurisdiction; and is acting within its scope
Fertilisation( IVF) and TESA / TESE (Testicular / Epididymal Sperm Aspiration / Extraction).",Treatment,Assisted Reproduction,Medium,This clause defines the types of Assisted Reproduction Treatments covered under the policy.,"['Assisted Reproduction Treatment', 'Intrauterine Insemination (IUI)', 'Intra-Cytoplasmic Sperm Injection (ICSI)', 'In-Vitro Fertilisation (IVF)', 'TESA / TESE (Testicular / Epididymal Sperm Aspiration / Extraction)']",high Coverage,Health,3
C1073,and jurisdiction of license.,Coverage,Jurisdiction,Low,This clause specifies the jurisdiction of the insurance license.,"['jurisdiction', 'license']",low Coverage,Health,1
C1074,"AYUSH Treatment: AYUSH Treatment refers to the medical and / or hospitalization
Medically Necessary Treatment: Medically necessary treatment means any treatment,
treatments given under 'Ayurveda, Yoga and Naturopathy, Unani, Siddha and
tests, medication, or stay in hospital or part of a stay in hospital which;
Homeopathy systems.",Coverage,Treatment,Medium,"This clause defines the type of treatment covered under the policy, specifically AYUSH treatments.","['AYUSH Treatment', 'Medically Necessary Treatment']",high Coverage,Health,3
C1075,"i) is required for the medical management of the illness or injury suffered by the insured;
ii) must not exceed the level of care necessary to provide safe, adequate and Company: Company means Star Health and Allied Insurance Company Limited.",Coverage,Treatment Requirements,Low,This clause specifies the type of treatment required for the insured's illness or injury.,"['medical management', 'illness', 'injury', 'insured', 'level of care']",moderate Coverage,Health,2
C1076,"appropriate medical care in scope, duration, or intensity; Dependent Child: Dependent Child means a child (natural or legally adopted) who is
iii) must have been prescribed by a medical practitioner; financially dependent and does not have his / her independent sources of income and not
iv) must conform to the professional standards widely accepted in international medical over 25 years.",Coverage,Dependent Coverage,Medium,This clause defines the criteria for a dependent child to be covered under the health insurance policy,"['Dependent Child', 'medical practitioner', 'financially dependent', 'independent sources of income', 'international medical']",high Coverage,Health,3
C1077,practice or by the medical community In India.,Coverage,Scope of Coverage,Low,"Refers to the medical community in India, possibly indicating the geographical scope of the coverage.","['medical community', 'India']",moderate Coverage,Health,2
C1078,"Diagnosis: Diagnosis means diagnosis by a registered medical practitioner, supported by
Migration: “Migration” means, the right accorded to health insurance policyholders (including clinical, radiological, histological, histo-pathological and laboratory evidence and also
all members under family cover and members of group health insurance policy), to transfer surgical evidence wherever applicable, acceptable to the Company.",Coverage,Transfer of Surgical Evidence,Low,"This clause pertains to the process of transferring surgical evidence for health insurance policyholders and their family/group members, as well as the acceptance criteria by the insurance company.","['Diagnosis', 'Registered medical practitioner', 'Migration', 'Surgical evidence', 'Company']",moderate Coverage,Health,2
